data,any,trimestre,num_document,import,situacio,codi_operacio,nif_tercer,proveidor,descripcio,categoria,font,menjo_score,menjo_total_cat,menjo_num_cont,menjo_slug,calaf_score,calaf_pct_pressupost,calaf_anys
2026-01-01,2026,1,F/2026/1,905.98,$1 - Contabilizada,220260000153.0,,KONE ELEVADORES SA,MANTENIMENT ASCENSORS,Manteniment,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/2,52.95,$1 - Contabilizada,220260000215.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/3,52.95,$1 - Contabilizada,220260000218.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/4,33.9,$1 - Contabilizada,220260000212.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT CRO,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/5,33.83,$1 - Contabilizada,220260000221.0,,TYCO INTEGRATED SECURITY SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/6,144.84,$1 - Contabilizada,220260000156.0,,SECURITAS DIRECT,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/7,166.98,$1 - Contabilizada,220260000159.0,,SECURITAS DIRECT,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/8,166.94,$1 - Contabilizada,220260000162.0,,SECURITAS DIRECT,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/10,73.79,$1 - Contabilizada,220260000164.0,,MOVISTAR PROSEGUR ALARMAS SL,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-01-01,2026,1,F/2026/11,78.98,$1 - Contabilizada,220260000167.0,,MOVISTAR PROSEGUR ALARMAS SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/12,110.15,$1 - Contabilizada,220260000479.0,,COESMA EXPENEDORES SL,AIGUA SUBMINISTRAMENT FONS,Serveis,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/13,217.8,$1 - Contabilizada,220260000223.0,,SOLITIUM CONTROL GROUP SA,MATERIAL INFORMÀTIC NO INVENTARIABLE.,Altres,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/14,122.51,$1 - Contabilizada,220260000481.0,,ETECNIC MOVILIDAD ELECTRICA SRL,MANTENIMENT PUNT DE RECÀRREGA,Manteniment,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/15,31.62,$1 - Contabilizada,220260000226.0,,SIC24 SECURITY SYSTEMS SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/16,61.87,$1 - Contabilizada,220260000229.0,,SIC24 SECURITY SYSTEMS SL,SEGURETAT,Serveis,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/17,373.0,$1 - Contabilizada,220260000571.0,,ASSOCIACIO DE MUNICIPIS PER LA INDEPENDENCIA,ENTITATS MUNICIPALISTES,Altres,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/18,368.52,$1 - Contabilizada,220260000231.0,,VIRTUAL REALITY SOLUTIONS SL,VIDEOACTES. PROF INDEP,Altres,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/19,326.7,$1 - Contabilizada,220260000233.0,,VIRTUAL REALITY SOLUTIONS SL,VIDEOACTES. PROF INDEP,Altres,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/20,100.83,$1 - Contabilizada,220260000169.0,,ESTACIO SERVEI CALAF SL,COMBUSTIBLES I CARBURANTS N.VIARIA,Serveis,portal_2026_Q1,,,,,,,
2026-01-02,2026,1,F/2026/21,2265.93,$1 - Contabilizada,220260000171.0,,ESTACIO SERVEI CALAF SL,COMBUSTIBLES I CARBURANTS N.VIARIA,Serveis,portal_2026_Q1,,,,,,,
2026-01-03,2026,1,F/2026/22,274.43,$1 - Contabilizada,220260001602.0,,FERRETERIA RIERA SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-01-04,2026,1,F/2026/23,63.53,$1 - Contabilizada,220260000173.0,,CORREOS Y TELEGRAFOS-JEFATURA PROVICIAL DE BARCELONA,COMUNICACIONS POSTALS,Altres,portal_2026_Q1,,,,,,,
2026-01-05,2026,1,F/2026/24,1048.83,$1 - Contabilizada,220260001537.0,,ENTIDAD MAYA SL,MATERIAL ESPECIFIC PER DEPARTAMENTS,Altres,portal_2026_Q1,,,,,,,
2026-01-05,2026,1,F/2026/25,834.9,$1 - Contabilizada,220260000671.0,,"SISTEMAS Y PROCESOS DE GESTION , CERTIFICACION SL",SEGURETAT CRO,Serveis,portal_2026_Q1,,,,,,,
2026-01-06,2026,1,F/2026/27,40.32,$1 - Contabilizada,220260000175.0,,PHS SERKONTEN SA,PRODUCTES NETEJA I ACONDICIONAMENT POLIESPORTIU,Obra pública,portal_2026_Q1,,,,,,,
2026-01-07,2026,1,F/2026/28,1868.01,$1 - Contabilizada,220260000632.0,,ACRONET NETEJA SL,ALTRES TREBALLS REALITZATS EMPRESES I PROFESSIONALS,Altres,portal_2026_Q1,,,,,,,
2026-01-07,2026,1,F/2026/29,6624.97,$1 - Contabilizada,220260000177.0,,ACRONET NETEJA SL,ALTRES TREBALLS REALITZATS EMPRESES I PROFESSIONALS,Altres,portal_2026_Q1,,,,,,,
2026-01-07,2026,1,F/2026/30,283.14,$1 - Contabilizada,220260000482.0,,EDICIONS INTERCOMARCALS SA  (REGIO 7),PUBLICACIONS EN DIARIOS -NO- OFICIALS,Altres,portal_2026_Q1,,,,,,,
2026-01-07,2026,1,F/2026/31,2083.34,$1 - Contabilizada,220260000179.0,,RESIDENCIA L'ONADA SL,GESTIO CENTRE DE DIA,Altres,portal_2026_Q1,,,,,,,
2026-01-07,2026,1,F/2026/32,1103.13,$1 - Contabilizada,220260000181.0,,PREVINTEGRAL SL,PREVENCIÓ DE RISCOS,Altres,portal_2026_Q1,,,,,,,
2026-01-08,2026,1,F/2026/34,931.7,$1 - Contabilizada,220260000633.0,,GRUP SERVEIS 08700 IGUALADA SL,ACTIVITATS CULTURALS I FESTIVES,Altres,portal_2026_Q1,,,,,,,
2026-01-08,2026,1,F/2026/35,2683.05,$1 - Contabilizada,220260000659.0,,ROC BARNILS VIRGILI,SERVEIS PROFESIONALS EXTERNS JARDINERIA PaP,Altres,portal_2026_Q1,,,,,,,
2026-01-08,2026,1,F/2026/36,955.9,$1 - Contabilizada,220260000635.0,,PIELES Y CUEROS PALOMERAS Y GAMBUS SA,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-01-08,2026,1,F/2026/37,2312.23,$1 - Contabilizada,220260000483.0,,ESPUBLICO SERVICIOS PARA LA ADMINISTRACION SA,MATERIAL INFORMÀTIC NO INVENTARIABLE.,Altres,portal_2026_Q1,,,,,,,
2026-01-08,2026,1,F/2026/38,840.95,$1 - Contabilizada,220260000637.0,,"AVILES PINTORES DE L'ANOIA, SL",REPARACIONS EDIFICIS I ALTRES CONSTR. POLIESPO,Obra pública,portal_2026_Q1,,,,,,,
2026-01-08,2026,1,F/2026/39,142.86,$1 - Contabilizada,220260001460.0,,ARGERICH MECANICA SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-01-09,2026,1,F/2026/40,934.45,$1 - Contabilizada,220260000674.0,,ENDESA ENERGIA SAU,ENERGIA ELECTRICA GIMFERRER CENTRE DE DIA,Serveis,portal_2026_Q1,,,,,,,
2026-01-09,2026,1,F/2026/41,805.91,$1 - Contabilizada,220260000183.0,,PROSETEL 95 SLU,COMBUSTIBLES I CARBURANTS GASOIL LLAR INF.,Serveis,portal_2026_Q1,,,,,,,
2026-01-09,2026,1,F/2026/42,5624.11,$1 - Contabilizada,220260000185.0,,ENS ABASTAMENT AIGUA TER LLOBREGAT,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-01-09,2026,1,F/2026/43,99.0,$1 - Contabilizada,220260000457.0,,AUTOCARS PRATS SERRAT SL,FESTES POPULARS. REIS,Altres,portal_2026_Q1,,,,,,,
2026-01-11,2026,1,F/2026/44,358.4,$1 - Contabilizada,220260000675.0,,ENDESA ENERGIA SAU,ENERGIA ELÈCTRICA CAMP FUTB.,Serveis,portal_2026_Q1,,,,,,,
2026-01-11,2026,1,F/2026/45,199.63,$1 - Contabilizada,220260000676.0,,ENDESA ENERGIA SAU,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-01-11,2026,1,F/2026/46,370.44,$1 - Contabilizada,220260000677.0,,ENDESA ENERGIA SAU,ENERGIA ELECTRICA CASA BERTRAN CASAL GENT GRAN,Serveis,portal_2026_Q1,,,,,,,
2026-01-12,2026,1,F/2026/47,169.0,$1 - Contabilizada,220260000187.0,,LLUCIA JOIERS SL,ATENCIONS PROTOCOL·LÀRIES I REPRESENTATIVES.,Altres,portal_2026_Q1,,,,,,,
2026-01-12,2026,1,F/2026/48,105.27,$1 - Contabilizada,220260000522.0,,SIKARRA NETWORKS SL,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-01-12,2026,1,F/2026/49,105.27,$1 - Contabilizada,220260000524.0,,INSTAL.LACIONS ALTA SEGARRA SLU,MANTENIMENT ENLLUMENAT,Manteniment,portal_2026_Q1,,,,,,,
2026-01-12,2026,1,F/2026/50,482.94,$1 - Contabilizada,220260000525.0,,INSTAL.LACIONS ALTA SEGARRA SLU,MANTENIMENT I REPARACIONS EDIFICI,Obra pública,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/51,1313.32,$1 - Contabilizada,220260000733.0,,ENDESA ENERGIA SAU,GAS CALEFACCIO,Serveis,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/52,1238.52,$1 - Contabilizada,220260000678.0,,ENDESA ENERGIA SAU,ENLLUMENAT PUBLIC,Serveis,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/53,2998.95,$1 - Contabilizada,220260000734.0,,ENDESA ENERGIA SAU,GAS CALEFACCIO,Serveis,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/54,622.53,$1 - Contabilizada,220260000735.0,,ENDESA ENERGIA SAU,GAS CALEFACCIO,Serveis,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/55,392.04,$1 - Contabilizada,220260000189.0,,THINK-INK SG SL,ATENCIONS PROTOCOL·LÀRIES I REPRESENTATIVES.,Altres,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/56,217.8,$1 - Contabilizada,220260000191.0,,AGRO-RAMADERA DE SOLA SCP,FIRES I MERCAT DE CALAF,Altres,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/57,3.4,$1 - Contabilizada,220260000193.0,,PLANELL SA,ACTIVITATS ESPORTIVES,Altres,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/58,13.61,$1 - Contabilizada,220260000195.0,,CONSTRUCTORA DE CALAF SA,LLOGUER MAQUILARIA INSTAL.I UTILLATGE,Altres,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/59,766.6,$1 - Contabilizada,220260000206.0,,PIROTECNIA IGUAL S.A.,FESTES POPULARS. REIS,Altres,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/60,961.8,$1 - Contabilizada,220260000208.0,,PIROTECNIA IGUAL S.A.,FESTES POPULARS. REIS,Altres,portal_2026_Q1,,,,,,,
2026-01-13,2026,1,F/2026/61,465.12,$1 - Contabilizada,220260000198.0,,METAL.LISTERIA MARCET SL,"REPARACIONS, MANTENIMENT I CONSERVACIO INFRAESTRUCTURA",Manteniment,portal_2026_Q1,,,,,,,
2026-01-14,2026,1,F/2026/62,248.62,$1 - Contabilizada,220260000201.0,,SERVISOFT.CAT SL,PROVEÏMENT DOMICILIARI AIGUA POTABLE,Serveis,portal_2026_Q1,,,,,,,
2026-01-14,2026,1,F/2026/63,1555.54,$1 - Contabilizada,220260000151.0,,ENS ABASTAMENT AIGUA TER LLOBREGAT,Multiaplicació,Altres,portal_2026_Q1,,,,,,,
2026-01-14,2026,1,F/2026/64,1025.18,$1 - Contabilizada,220260000485.0,,GRUPO T AMBIENTAL ASLE SL,"REPARACIONS, MANTENIM.I CONSERV.VEHICLES N.VIARIA",Manteniment,portal_2026_Q1,,,,,,,
2026-01-14,2026,1,F/2026/65,623.3,$1 - Contabilizada,220260000203.0,,PROSETEL 95 SLU,COMBUSTIBLES I CARBURANTS GASOIL LLAR INF.,Serveis,portal_2026_Q1,,,,,,,
2026-01-14,2026,1,F/2026/66,1860.38,$1 - Contabilizada,220260000508.0,,"ING. CONTROL Y TRANSFERENCIA DE TECNOLOGIA,SA",COMERÇ-BARRIS ANTICS-TASTA LA PLAÇA-LLUMS NADAL,Altres,portal_2026_Q1,,,,,,,
2026-01-14,2026,1,F/2026/67,600.77,$1 - Contabilizada,220260000510.0,,"ING. CONTROL Y TRANSFERENCIA DE TECNOLOGIA,SA",COMERÇ-BARRIS ANTICS-TASTA LA PLAÇA-LLUMS NADAL,Altres,portal_2026_Q1,,,,,,,
2026-01-14,2026,1,F/2026/68,3129.06,$1 - Contabilizada,220260000527.0,,"ING. CONTROL Y TRANSFERENCIA DE TECNOLOGIA,SA",Multiaplicació,Altres,portal_2026_Q1,,,,,,,
